1606467824682951, 0.0
1606467824827778, -0.0054945433512330055
1606467825031781, -0.016543759033083916
1606467817138866, -0.02702755481004715
1606467817343874, -0.03759790584445
1606467817547864, -0.04719144478440285
1606467817752867, -0.05595144256949425
1606467817956869, -0.06523575633764267
1606467818161859, -0.07244787365198135
1606467818365858, -0.07976404577493668
1606467818569860, -0.08664947748184204
1606467818741861, -0.09101292490959167
1606467818945861, -0.0973472148180008
1606467819149856, -0.10386686772108078
1606467819354853, -0.11041636765003204
1606467819558902, -0.11694244295358658
1606467819762903, -0.12351760268211365
1606467819966906, -0.12908469140529633
1606467820170893, -0.13377878069877625
1606467820375948, -0.1389409601688385
1606467820579943, -0.14345844089984894
1606467820742406, -0.1464725285768509
1606467820946944, -0.14978870749473572
1606467821150943, -0.15151432156562805
1606467821354941, -0.15046650171279907
1606467821558940, -0.14737913012504578
1606467821762939, -0.14237652719020844
1606467821966937, -0.1375696212053299
1606467822171927, -0.13431987166404724
1606467822375928, -0.1322326809167862
1606467822705625, -0.13180963695049286
1606467822910541, -0.13306227326393127
1606467823063919, -0.1343267858028412
1606467823267919, -0.13663393259048462
1606467823472925, -0.1388428509235382
1606467823676922, -0.14061784744262695
1606467823880919, -0.14198285341262817
1606467824085909, -0.14329785108566284
1606467824289917, -0.14455731213092804
1606467824493923, -0.14680276811122894
1606467824697913, -0.14947235584259033
1606467824901913, -0.15256428718566895
1606467825106907, -0.15844210982322693
1606467825310899, -0.1637602299451828
1606467825514909, -0.16809536516666412
1606467825718915, -0.16913443803787231
1606467825923911, -0.16812506318092346
1606467826127900, -0.1661084145307541
1606467826282900, -0.1643930822610855
1606467826487900, -0.16218483448028564
1606467826692065, -0.1614380180835724
1606467826896906, -0.1633109599351883
1606467827102898, -0.1664779633283615
1606467827309901, -0.17140038311481476
1606467827517907, -0.17724308371543884
1606467827725902, -0.1841280311346054
1606467827934225, -0.19105418026447296
1606467828089893, -0.19596804678440094
1606467828321898, -0.20183499157428741
1606467828529899, -0.20771367847919464
1606467828737895, -0.21362091600894928
1606467828893900, -0.21799775958061218
1606467829101879, -0.22320295870304108
1606467829309881, -0.2268833965063095
1606467829517878, -0.2310480922460556
1606467829722878, -0.23607245087623596
1606467829928880, -0.24059709906578064
1606467830137328, -0.24456769227981567
1606467830344868, -0.24787405133247375
1606467830499871, -0.25023967027664185
1606467830706874, -0.25336533784866333
1606467830913870, -0.2554084062576294
1606467831121863, -0.256802499294281
1606467831329873, -0.25834402441978455
1606467831537881, -0.2614373564720154
1606467831745878, -0.26507624983787537
1606467831953875, -0.2693883776664734
1606467832109866, -0.27273550629615784
1606467832317873, -0.27794891595840454
1606467832525876, -0.28156524896621704
1606467832733861, -0.2846847176551819
1606467832941867, -0.2876349091529846
1606467833149855, -0.29011958837509155
1606467833357861, -0.29043301939964294
1606467833565850, -0.29072287678718567
1606467833721842, -0.29094040393829346
1606467833929861, -0.2913535237312317
1606467834137851, -0.2927643656730652
1606467834345853, -0.29394009709358215
1606467834553850, -0.2949877679347992
1606467834761851, -0.2960086166858673
1606467834969854, -0.2970084846019745
1606467835125841, -0.29846033453941345
1606467835333853, -0.3013879954814911
1606467835541850, -0.3058932423591614
1606467835749850, -0.31109634041786194
1606467835957845, -0.31523045897483826
1606467836165841, -0.31970998644828796
1606467836373841, -0.32493072748184204
1606467836529839, -0.328847736120224
1606467836737998, -0.3335079848766327
1606467836945835, -0.33765390515327454
1606467837153820, -0.34023869037628174
1606467837361814, -0.3412783741950989
1606467837569807, -0.3412941098213196
1606467837777810, -0.33958959579467773
1606467837985812, -0.3352106511592865
1606467838141798, -0.328976035118103
1606467838347801, -0.32043707370758057
1606467838556492, -0.31149888038635254
1606467838761801, -0.3015285134315491
1606467838966799, -0.2916247844696045
1606467839172797, -0.2837012708187103
1606467839378791, -0.2774125337600708
1606467839583787, -0.2731788456439972
1606467839788794, -0.2720327079296112
1606467839993795, -0.27163028717041016
1606467840197785, -0.2688012421131134
1606467840352502, -0.26491960883140564
1606467840557785, -0.25970587134361267
1606467840762787, -0.25247013568878174
1606467840966780, -0.2445298284292221
1606467841171777, -0.23691481351852417
1606467841375775, -0.23027393221855164
1606467841579775, -0.2241089940071106
1606467841784777, -0.21883131563663483
1606467841989781, -0.21501800417900085
1606467842196001, -0.21327324211597443
1606467842403769, -0.21291212737560272
1606467842609771, -0.2135957032442093
1606467842765214, -0.2148602455854416
1606467842969765, -0.21648810803890228
1606467843173762, -0.21753373742103577
1606467843380766, -0.21836890280246735
1606467843588775, -0.21917113661766052
1606467843796777, -0.21994177997112274
1606467844004771, -0.21998311579227448
1606467844212769, -0.22036625444889069
1606467844368771, -0.22090023756027222
1606467844576767, -0.2215876430273056
1606467844784769, -0.2227661907672882
